broadcast_id,product_no,product_key,name,brand_name,mall_name,image_url,price,sale_price,discount_rate,status,broadcast_product_status,is_represent,live_discount_active,product_url,crawled_at
1916716,10280335658,10280335658,"쉬가이아 클로로필린 극지식물 효소 블랙해드제거 파우더 클렌저 워시 60g, 1개",쉬가이아,쉬가이아,https://shop-phinf.pstatic.net/20260406_122/17754365312163QMNV_JPEG/55474002327911085_1501509543.jpg,59800,59800,0,SALE,SALE,False,False,https://smartstore.naver.com/main/products/10280335658,2026-05-20T15:21:55.655543+00:00
1915384,9998826185,9998826185,weMedi-Balm 피부트러블 아토 진정 예방 특허 항산화 파워 천연 유래성분 촉촉한 보습밤 멀티밤,위메디밤,위메디밤,https://shop-phinf.pstatic.net/20240226_179/1708914117883EXbHq_JPEG/36216801752732078_704245278.jpg,49800,54900,9,SALE,SALE,False,False,https://smartstore.naver.com/main/products/9998826185,2026-05-20T15:21:55.655543+00:00
1918082,13430404547,13430404547,에디르  헤어 드라이어 저소음 미니 접이식  여행용 드라이기,에디르,에디르,https://shop-phinf.pstatic.net/20260421_287/1776733461894dv28C_PNG/32716179011571092_263805050.png,49000,79000,37,SALE,SALE,True,False,https://smartstore.naver.com/main/products/13430404547,2026-05-20T15:21:56.386806+00:00
1920567,11356475115,11356475115,에끌라두 NK-CX 코어 앰플 1제&2제 x 12ea,자체브랜드,에끌라두 스토어,https://shop-phinf.pstatic.net/20260327_226/1774578132475Q22Ov_JPEG/1496796348516641_930865018.jpg,650000,650000,0,SALE,SALE,True,False,https://smartstore.naver.com/main/products/11356475115,2026-05-20T15:21:56.386806+00:00
1889162,9402076876,9402076876,한율 빨간쌀 보습탄력 랩핑마스크 5매(4+1입),한율,한율,https://shop-phinf.pstatic.net/20260202_171/1770008348725Bf8Vq_JPEG/46470259859984332_690164836.jpg,10080,16000,37,SALE,SALE,True,False,https://smartstore.naver.com/main/products/9402076876,2026-05-20T15:21:57.236991+00:00
1914150,13407889858,13407889858,엠 솔루지오네 맨즈 클렌져,솔루지오네,SOLUZIONE,https://shop-phinf.pstatic.net/20260416_249/1776307350959FIfdK_JPEG/21940361763323231_1396603607.JPG,16500,22000,25,SALE,SALE,True,False,https://smartstore.naver.com/main/products/13407889858,2026-05-20T15:21:57.236991+00:00
1903830,10298529853,10298529853,슈틸루스터 멀티 헤어스타일러 드라이기 롱컬러 ST-DR100P,슈틸루스터,슈틸루스터,https://shop-phinf.pstatic.net/20240527_286/17167718468026grHm_JPEG/117907735512215565_376749116.jpg,141000,299000,52,SALE,SALE,True,False,https://smartstore.naver.com/main/products/10298529853,2026-05-20T15:21:57.236991+00:00
1922265,13327417691,13327417691,올어바웃코스 리쥬 리바이브 맥스 스페셜 KIT(고함량 동결건조 항산화갭슐+밀도세럼),올어바웃코스,thewon,https://shop-phinf.pstatic.net/20260330_224/1774861843516jIjcP_PNG/108994752067271126_1431806251.png,29000,128000,77,SALE,SALE,True,False,https://smartstore.naver.com/main/products/13327417691,2026-05-20T15:21:57.236991+00:00
1922295,11792002020,11792002020,고릴라왁싱 눈썹 정리기 전동 여성용 제모기 왁싱 페이셜 트리머 인중 솜털 올리브영 히트 상품,고릴라왁싱,퍼플고릴라,https://shop-phinf.pstatic.net/20260401_104/17750034977385006F_JPEG/206951850312144_340637056.jpg,20900,39900,47,SALE,SALE,True,False,https://smartstore.naver.com/main/products/11792002020,2026-05-20T15:21:57.236991+00:00
1920410,11411952164,11411952164,에끌라두 퓨리화잉 클렌져 500ml,자체브랜드,에끌라두 스토어,https://shop-phinf.pstatic.net/20250114_262/1736836389479cT75T_PNG/22465941287739133_171176349.png,53000,53000,0,SALE,SALE,True,False,https://smartstore.naver.com/main/products/11411952164,2026-05-20T15:21:58.044869+00:00
1918229,13442611304,13442611304,바이더퀄리티 세라히알비기닝 세럼 토너 500ml,바이더퀄리티BYTHEQUALITY,라플레르-LAFLEUR,https://shop-phinf.pstatic.net/20260504_179/1777865902984jO18w_PNG/111998723061486156_1487718875.png,128000,128000,0,SALE,SALE,True,False,https://smartstore.naver.com/main/products/13442611304,2026-05-20T15:21:58.888530+00:00
1922093,8262789513,8262789513,[19차완판 예약판매]블루셀 수바이옴 마이크로바이옴 맥주효모 탈모샴푸,블루셀,BlueCell,https://shop-phinf.pstatic.net/20230320_61/1679295730442WyPPv_PNG/80431565260954924_1720433403.png,29700,51000,41,SALE,SALE,True,False,https://smartstore.naver.com/main/products/8262789513,2026-05-20T15:21:58.888530+00:00
1920994,13105716069,13105716069,[입생로랑] 리브르 베리 크러쉬 50ml (+향수 케이스),입생로랑,입생로랑 뷰티,https://shop-phinf.pstatic.net/20260504_243/1777856203723D0nsL_JPEG/111989004840570835_1151461823.jpg,231800,244000,5,CLOSE,CLOSE,True,False,https://smartstore.naver.com/main/products/13105716069,2026-05-20T15:21:58.888530+00:00
1917457,13100033654,13100033654,"먹토너 엘리먼트랩 더 퍼스트 에센스 100ml, 1개",엘리먼트랩,엘리먼트랩,https://shop-phinf.pstatic.net/20260215_296/17711358796725COFk_JPEG/25712004812854922_1811639185.jpg,58500,90000,35,SALE,SALE,False,False,https://smartstore.naver.com/main/products/13100033654,2026-05-20T15:21:58.888530+00:00
1902922,12374034597,12374034597,아이깨끗해 대용량 핸드워시 순향 4.5L+시나모롤 공용기&숲속산책 450ml 증정,아이깨끗해,라이온코리아 브랜드스토어,https://shop-phinf.pstatic.net/20260519_60/1779152726633sTbkz_JPEG/53717653773201996_1150547947.jpg,25900,40000,35,SALE,SALE,False,False,https://smartstore.naver.com/main/products/12374034597,2026-05-20T15:21:59.742238+00:00
1897950,11755105373,11755105373,[시카쿨링] 엘로엘 1분 톤업 선쿠션 15g/25g 단품/리필 SET,엘로엘,엘로엘 공식몰,https://shop-phinf.pstatic.net/20260508_253/1778232503813vNoMS_JPEG/8232956921293802_1960714471.jpg,29900,39900,25,SALE,SALE,False,False,https://smartstore.naver.com/main/products/11755105373,2026-05-20T15:21:59.742238+00:00
1922104,13336364294,13336364294,1+1 라벨라 셀커어 트래블 키트 7종,라벨라,라벨라 화장품,https://shop-phinf.pstatic.net/20250506_72/1746528853100SIoyd_PNG/1737910940324503_156581631.png,25000,25000,0,SALE,SALE,True,False,https://smartstore.naver.com/main/products/13336364294,2026-05-20T15:21:59.742238+00:00
